PubID,PubIDCorrection,PMID,PubYr,NumIsolates,Title,Authors,RxStatus,Notes
PM7481804,,7481804,,1,Genomic structure of an attenuated quasi species of HIV-1 from a blood transfusion donor and recipie,"Deacon,N.J., Tsykin,A., Solomon,A., Smith,K., Ludf",,
PM7483282,,7483282,,3,Recovery of virtually full-length HIV-1 provirus of diverse subtypes from primary virus cultures usi,"Salminen,M.O., Koch,C., Sanders-Buell,E., Ehrenber",,
PM7492448,,7492448,,2,Yet another subtype of HIV type 1?,"Leitner,T., Alaeus,A., Marquina,S., Lilja,E., Lidm",,
PM7492449,,7492449,,2,HIV type 1 sequence subtype G transmission from mother to infant: failure of variant sequence specie,"Arnold,C., Barlow,K.L., Kaye,S., Loveday,C., Balfe",,
PM7520096,,7520096,,12,Analysis of a rape case by direct sequencing of the human immunodeficiency virus type 1 pol and gag ,"Albert,J., Wahlberg,J., Leitner,T., Escanilla,D. a",,
PM7545926,,7545926,,9,Molecular epidemiology of HIV-1 in Madrid,"Rojas,J.M., Dopazo,J., Najera,I., Sanchez-Palomino",,
PM7637010,,7637010,,7,Variability of human immunodeficiency virus type 1 group O strains isolated from Cameroonian patient,"Loussert-Ajaka,I., Chaix,M.L., Korber,B., Letourne",,
PM7700375,,7700375,,1,Was HIV present in 1959?,"Zhu,T. and Ho,D.D.",,
PM7734183,,7734183,,12,Limited sequence diversity of the HIV type 1 protease gene from clinical isolates and in vitro susce,"Winslow,D.L., Stack,S., King,R., Scarnati,H., Binc",,
PM7734183,,7734183,,1,Limited sequence diversity of the HIV type 1 protease gene from clinical isolates and in vitro susce,"Winslow,D.L., Stack,S., King,R., Scarnati,H., Binc",,
PM7747463,,7747463,,9,"Biological and molecular characterization of subtype D, G, and A/D recombinant HIV-1 transmissions i","Leitner,T., Escanilla,D., Marquina,S., Wahlberg,J.",,
PM7769040,,7769040,,7,Analysis and genotyping of PCR products of the Amplicor HIV-1 kit,"Barlow,K.L., Tosswill,J.H. and Clewley,J.P.",,
PM7769676,,7769676,,1,"Complementation of vif-defective human immunodeficiency virus type 1 by primate, but not nonprimate,","Simon,J.H., Southerling,T.E., Peterson,J.C., Meyer",,
PM7769705,,7769705,,1,"Isolation and characterization of a syncytium-inducing, macrophage/T-cell line-tropic human immunode","Shibata,R., Hoggan,M.D., Broscius,C., Englund,G., ",,
PM7786589,,7786589,,8,"At least five HIV-1 sequence subtypes (A, B, C, D, A/E) occur in England","Arnold,C., Barlow,K.L., Parry,J.V. and Clewley,J.P",,
PM7798682,,7798682,,68,The molecular epidemiology of human immunodeficiency virus type 1 in Edinburgh,"Holmes,E.C., Zhang,L.Q., Robertson,P., Cleland,A.,",,
PM7811536,,7811536,,1,"p17gag sequence of HIV-1GER, a new, highly replicative and highly cytopathic HIV type 1 strain of D ","Emiliani,S., Blanc,M. and Devaux,C.",,
PM7815563,,7815563,,1,Induction of AIDS by simian immunodeficiency virus from an African green monkey: species-specific va,"Hirsch,V.M., Dapolito,G., Johnson,P.R., Elkins,W.R",,
PM7826699,,7826699,,1,Viral variability and serum antibody response in a laboratory worker infected with HIV type 1 (HTLV ,"Reitz,M., Hall,L., Robert-Guroff,M., Lautenberger,",,
PM7853514,,7853514,,1,V3-independent determinants of macrophage tropism in a primary human immunodeficiency virus type 1 i,"Collman,R.G. and Yoon,H.L.",,
PM7853521,,7853521,,49,Syncytium-inducing (SI) phenotype suppression at seroconversion after intramuscular inoculation of a,"Cornelissen,M., Mulder-Kampinga,G., Veenstra,J., Z",,
PM7884864,,7884864,,1,Restriction of human immunodeficiency virus type 1 production in a human astrocytoma cell line is as,"Neumann,M., Felber,B.K., Kleinschmidt,A., Froese,B",,
PM7884875,,7884875,,72,Similarity in env and gag genes between genomic RNAs of human immunodeficiency virus type 1 (HIV-1) ,"Mulder-Kampinga,G.A., Simonon,A., Kuiken,C.L., Dek",,
PM7888214,,7888214,,2,Subgroup G HIV type 1 isolates from Nigeria,"Abimiku,A.G., Stern,T.L., Zwandor,A., Markham,P.D.",,
PM7888238,,7888238,,1,Sequence analysis of the glycoprotein 120 coding region of a new HIV type 1 subtype A strain (HIV-1I,"Howard,T.M., Olaylele,D.O. and Rasheed,S.",,
PM7917518,,7917518,,2,Genetic analysis of HIV-1 isolates from Brazil reveals presence of two distinct genetic subtypes,"Louwagie,J., Delwart,E.L., Mullins,J.I., McCutchan",,
PM7917525,,7917525,,1,HIV-1 sequence subtype D in the United States,"Gao,F., Yue,L., Hill,S.C., Robertson,D.L., Graves,",,
PM7933127,,7933127,,12,Genetic diversity of human immunodeficiency virus type 2: evidence for distinct sequence subtypes wi,"Gao,F., Yue,L., Robertson,D.L., Hill,S.C., Hui,H.,",,
PM7966642,,7966642,,1,Infection of a yellow baboon with simian immunodeficiency virus from African green monkeys: evidence,"Jin,M.J., Rogers,J., Phillips-Conroy,J.E., Allan,J",,
PM7983770,,7983770,,1,Unique insertion sequence and pattern of CD4 expression in variants selected with immunotoxins from ,"Fang,H. and Pincus,S.H.",,
PM7994608,,7994608,,9,High variability of the gag/pol transframe region among HIV-1 isolates,"Candotti,D., Chappey,C., Rosenheim,M., MPele,P., H",,
PM8009858,,8009858,,1,HIV-2 EHO isolate has a divergent envelope gene and induces single cell killing by apoptosis,"Rey-Cuille,M.A., Galabru,J., Laurent-Crawford,A., ",,
PM8026477,,8026477,,1,Mosaic genome structure of simian immunodeficiency virus from west African green monkeys,"Jin,M.J., Hui,H., Robertson,D.L., Muller,M.C., Bar",,
PM8107219,,8107219,,1,A new subtype of human immunodeficiency virus type 1 (MVP-5180) from Cameroon,"Gurtler,L.G., Hauser,P.H., Eberle,J., von Brunn,A.",,
PM8107220,,8107220,,1,Genomic cloning and complete sequence analysis of a highly divergent African human immunodeficiency ,"Vanden Haesevelde,M., Decourt,J.L., De Leys,R.J., ",,
PM8126450,,8126450,,1,Infectious molecular clones of SIVmac32H: Nef deletion controls ability to reisolate virus from rhes,"Rud,E.W., Yon,J.R., Larder,B.A., Clarke,B.E., Cook",,
PM8212578,,8212578,,5,Identification of a new subgroup of SIVagm in tantalus monkeys,"Hirsch,V.M., McGann,C., Dapolito,G., Goldstein,S.,",,
PM8257639,,8257639,,2,A new subtype of HIV-1 gag sequence detected in Taiwan,"Guo,H.G., Reitz,M.S., Gallo,R.C., Ko,Y.C. and Chan",,
PM8336540,,8336540,,1,"Nucleotide sequence analysis of the human salivary protein genes HIS1 and HIS2, and evolution of the","Sabatini,L.M., Ota,T. and Azen,E.A.",,
PM8337835,,8337835,,1,Analysis of envelope changes acquired by SIVmac239 during neuroadaption in rhesus macaques,"Anderson,M.G., Hauer,D., Sharma,D.P., Joag,S.V., N",,
PM8356453,,8356453,,47,Genotypic and phenotypic characterization of HIV-1 patients with primary infection,"Zhu,T., Mo,H., Wang,N., Nam,D.S., Cao,Y., Koup,R.A",,
PM8363755,,8363755,,53,Phylogenetic analysis of gag genes from 70 international HIV-1 isolates provides evidence for multip,"Louwagie,J.J., McCutchan,F., Brennan,T., Peeters,M",,
PM8363755,,8363755,,1,Phylogenetic analysis of gag genes from 70 international HIV-1 isolates provides evidence for multip,"Louwagie,J.J., McCutchan,F., Brennan,T., Peeters,M",,
PM8382307,,8382307,,1,A distinct African lentivirus from Sykes monkeys,"Hirsch,V.M., Dapolito,G.A., Goldstein,S., McClure,",,
PM8419635,,8419635,,1,Distinguishing features of an infectious molecular clone of the highly divergent and noncytopathic h,"Barnett,S.W., Quiroga,M., Werner,A., Dina,D. and L",,
PM8429553,,8429553,,1,Functional sites in the 5 region of human immunodeficiency virus type 1 RNA form defined structural ,"Baudin,F., Marquet,R., Isel,C., Darlix,J.L., Ehres",,
PM8474153,,8474153,,3,Multiple viral determinants contribute to pathogenicity of the acutely lethal simian immunodeficienc,"Novembre,F.J., Johnson,P.R., Lewis,M.G., Anderson,",,
PM8483938,,8483938,,1,Characterization of a Novel Molecular Clone of HIV-2 Infectious for Macaca nemestrina,"Kraus,G.K., Talbott,R., Leavitt,M., Luznick,L., Sc",,
PM8497055,,8497055,,82,Selection for specific sequences in the external envelope protein of human immunodeficiency virus ty,"Zhang,L.Q., MacKenzie,P., Cleland,A., Holmes,E.C.,",,
PM8501332,,8501332,,34,Molecular investigation of human immunodeficiency virus (HIV) infection in a patient of an HIV-infec,"Holmes,E.C., Zhang,L.Q., Simmonds,P., Rogers,A.S. ",,
PM8503191,,8503191,,1,A molecular clone of HIV-1 tropic and cytopathic for human and chimpanzee lymphocytes,"Ghosh,S.K., Fultz,P.N., Keddie,E., Saag,M.S., Shar",,
PM8519793,,8519793,,20,Clinical isolates of HIV-1 contain few pre-existing proteinase inhibitor resistance-conferring mutat,"Yamaguchi,K. and Byrn,R.A.",,
PM8519793,,8519793,,3,Clinical isolates of HIV-1 contain few pre-existing proteinase inhibitor resistance-conferring mutat,"Yamaguchi,K. and Byrn,R.A.",,
PM8573375,,8573375,,27,The genetic diversification of the HIV type 1 gag p17 gene in patients infected from a common source,"Kasper,P., Simmonds,P., Schneweis,K.E., Kaiser,R.,",,
PM8573385,,8573385,,2,Analysis of partial gag and env gene sequences of HIV type 1 strains from southern Africa,"Becker,M.L., De Jager,G. and Becker,W.B.",,
PM8627686,,8627686,,2,Molecular cloning and analysis of functional envelope genes from human immunodeficiency virus type 1,"Gao,F., Morrison,S.G., Robertson,D.L., Thornton,C.",,
PM8638406,,8638406,,24,"Natural variation in HIV-1 protease, Gag p7 and p6, and protease cleavage sites within gag/pol polyp","Barrie,K.A., Perez,E.E., Lamers,S.L., Farmerie,W.G",,
PM8648696,,8648696,,9,Genetic characterization of new West African simian immunodeficiency virus SIVsm: geographic cluster,"Chen,Z., Telfier,P., Gettie,A., Reed,P., Zhang,L.,",,
PM8661445,,8661445,,1,Sequence analysis of a highly divergent HIV-1-related lentivirus isolated from a wild captured chimp,"Vanden Haesevelde,M.M., Peeters,M., Jannes,G., Jan",,
PM8676442,,8676442,,1,Cyclophilin A is required for the replication of group M human immunodeficiency virus type 1 (HIV-1),"Braaten,D., Franke,E.K. and Luban,J.",,
PM8676472,,8676472,,54,Characterization of human immunodeficiency virus type 1 p17 matrix protein motifs associated with mo,"Narwa,R., Roques,P., Courpotin,C., Parnet-Mathieu,",,
PM8679299,,8679299,,2,Completion of nucleotide sequences of non-syncytium-inducing and syncytium-inducing HIV type 1 varia,"Guillon,C., Bedin,F., Fouchier,R.A., Schuitemaker,",,
PM8709215,,8709215,,1,Full-length sequence and mosaic structure of a human immunodeficiency virus type 1 isolate from Thai,"Carr,J.K., Salminen,M.O., Koch,C., Gotte,D., Arten",,
PM8743090,,8743090,,6,HIV type 1 subtypes B and C from new regions of India and Indian and Ethiopian expatriates in Kuwait,"Voevodin,A., Crandall,K.A., Seth,P. and al Mufti,S",,
PM8751049,,8751049,,1,Isolation and characterization of the first simian immunodeficiency virus from a feral sooty mangabe,"Chen,Z., Telfer,P., Reed,P., Zhang,L., Getti,A., H",,
PM8794346,,8794346,,2,The heterosexual human immunodeficiency virus type 1 epidemic in Thailand is caused by an intersubty,"Gao,F., Robertson,D.L., Morrison,S.G., Hui,H., Cra",,
PM8835195,,8835195,,1,Construction and characterization of a stable full-length macrophage-tropic HIV type 1 molecular clo,"Theodore,T.S., Englund,G., Buckler-White,A., Buckl",,
PM8855273,,8855273,,13,Accurate reconstruction of a known HIV-1 transmission history by phylogenetic tree analysis,"Leitner,T., Escanilla,D., Franzen,C., Uhlen,M. and",,
PM8891112,,8891112,,1,Full-length sequence of an ethiopian human immunodeficiency virus type 1 (HIV-1) isolate of genetic ,"Salminen,M.O., Johansson,B., Sonnerborg,A., Ayehun",,
PM8892955,,8892955,,52,Human immunodeficiency virus type 1 subtypes defined by env show high frequency of recombinant gag g,"Cornelissen,M., Kampinga,G., Zorgdrager,F. and Gou",,
PM8971017,,8971017,,1,Intrapatient sequence variation of the gag gene of human immunodeficiency virus type 1 plasma virion,"Yoshimura,F.K., Diem,K., Learn,G.H. Jr., Riddell,S",,
PM8995651,,8995651,,85,Investigation of the dynamics of the spread of human immunodeficiency virus to brain and other tissu,"Hughes,E.S., Bell,J.E. and Simmonds,P.",,
PM8995688,,8995688,,1,"A molecularly cloned, pathogenic, neutralization-resistant simian immunodeficiency virus, SIVsmE543-","Hirsch,V., Adger-Johnson,D., Campbell,B., Goldstei",,
PM9007059,,9007059,,112,Primary infections with HIV-1 of women and their offspring in Rwanda: findings of heterogeneity at s,"Kampinga,G.A., Simonon,A., Van de Perre,P., Karita",,
PM9030367,,9030367,,1,Most HIV-1 genetic subtypes have entered Sweden,"Alaeus,A., Leitner,T., Lidman,K. and Albert,J.",,
PM9032400,,9032400,,10,Host-specific driving force in human immunodeficiency virus type 1 evolution in vivo,"Zhang,L., Diaz,R.S., Ho,D.D., Mosley,J.W., Busch,M",,
PM9060052,,9060052,,34,Genetic characterization of HIV-1 strains in the Baltic countries and Russia,"Liitsola,K., Laukkanen,T., Denisova,A., Grishkevic",,
PM9060617,,9060617,,4,Evolution and probable transmission of intersubtype recombinant human immunodeficiency virus type 1 ,"Salminen,M.O., Carr,J.K., Robertson,D.L., Hegerich",,
PM9071436,,9071436,,1,"HIV type 1 isolate Z321, the strain used to make a therapeutic HIV type 1 immunogen, is intersubtype","Choi,D.J., Dube,S., Spicer,T.P., Slade,H.B., Jense",,
PM9075481,,9075481,,8,Genetic variation in human immunodeficiency virus type 2: identification of a unique variant from hu,"Brennan,C.A., Yamaguchi,J., Vallari,A.S., Hickman,",,
PM9094672,,9094672,,2,Human immunodeficiency virus type 2 (HIV-2) seroprevalence and characterization of a distinct HIV-2 ,"Chen,Z., Luckay,A., Sodora,D.L., Telfer,P., Reed,P",,
PM9100992,,9100992,,131,HIV type 2 pathogenicity is not related to subtype in rural Guinea Bissau,"Xiang,Z., Ariyoshi,K., Wilkins,A., Dias,F., Whittl",,
PM9123848,,9123848,,1,A full-length and replication-competent proviral clone of SIVAGM from tantalus monkeys,"Soares,M.A., Robertson,D.L., Hui,H., Allan,J.S., S",,
PM9126923,,9126923,,47,Patterns of immunodominance in HIV-1-specific cytotoxic T lymphocyte responses in two human histocom,"Goulder,P.J.R., Sewell,A.K., Lalloo,D.G., Price,D.",,
PM9126923,,9126923,,3,Patterns of immunodominance in HIV-1-specific cytotoxic T lymphocyte responses in two human histocom,"Goulder,P.J.R., Sewell,A.K., Lalloo,D.G., Price,D.",,
PM9168242,,9168242,,1,HIV type 1 subtype E in Russia,"Bobkov,A., Cheingsong-Popov,R., Selimova,L., Ladna",,
PM9185845,,9185845,,1,Human immunodeficiency virus type-1 p24 sequence from an Indian strain: expression in Escherichia co,"Gupta,S.K., Sengupta,J., Bisht,R., Bhatnagar,A. an",,
PM9197384,,9197384,,1,Genetic analysis of an HIV type 2 subtype B virus from a Spanish individual with AIDS,"Heredia,A., Vallejo,A., Soriano,V., Aguilera,A., M",,
PM9223467,,9223467,,1,Molecular and biological characterization of a neurovirulent molecular clone of simian immunodeficie,"Flaherty,M.T., Hauer,D.A., Mankowski,J.L., Zink,M.",,
PM9261388,,9261388,,517,Drug resistance during indinavir therapy is caused by mutations in the protease gene and in its Gag ,"Zhang,Y.M., Imamichi,H., Imamichi,T., Lane,H.C., F",,
PM9282821,,9282821,,8,Genetic analysis of HIV type 1 group O p24gag sequences from Cameroon and Equatorial Guinea,"Hackett,J. Jr., Zekeng,L., Brennan,C.A., Lund,J.K.",,
PM9300048,,9300048,,200,The molecular epidemiology of human immunodeficiency virus type 1 in six cities in Britain and Irela,"Leigh Brown,A.J., Lobidel,D., Wade,C.M., Rebus,S.,",,
PM9310286,,9310286,,6,An HIV type 1 epidemic among injecting drug users in the former Soviet Union caused by a homogeneous,"Bobkov,A., Cheingsong-Popov,R., Selimova,L., Ladna",,
PM9311845,,9311845,,1,The cytopathicity of a simian immunodeficiency virus Mne variant is determined by mutations in Gag a,"Kimata,J.T. and Overbaugh,J.",,
PM9339853,,9339853,,1,gag and env sequences of an A/G/H recombinant from a Zairian HIV type 1 isolate,"Duchet,S., Letourneur,F., Loussert-Ajaka,I., Chapl",,
PM9419195,,9419195,,3,Horizontal and vertical transmission of human immunodeficiency virus type 1 dual infections caused b,"Janini,L.M., Tanuri,A., Schechter,M., Peralta,J.M.",,
PM9420221,,9420221,,1,A lymph node-derived cytopathic simian immunodeficiency virus Mne variant replicates in nonstimulate,"Kimata,J.T., Mozaffarian,A. and Overbaugh,J.",,
PM9420264,,9420264,,1,Natural infection of a household pet red-capped mangabey (Cercocebus torquatus torquatus) with a new,"Georges-Courbot,M.C., Lu,C.Y., Makuwa,M., Telfer,P",,
PM9453256,,9453256,,5,Genetic analysis of human immunodeficiency virus type 2 strains from Spain,"Heredia,A., Vallejo,A., Soriano,V., Aguilera,A., C",,
PM9491920,,9491920,,1,Cloning and characterization of a virtually full-length HIV type 1 genome from a subtype B-Thai stra,"Graf,M., Shao,Y., Zhao,Q., Seidl,T., Kostler,J., W",,
PM9491921,,9491921,,1,"Full-length sequence of human immunodeficiency virus type 1 subtype A, recombined with subtype C in ","Sherefa,K., Johansson,B., Salminen,M. and Sonnerbo",,
PM9525623,,9525623,,12,Extensive diversification of human immunodeficiency virus type 1 subtype B strains during dual infec,"Wei,Q. and Fultz,P.N.",,
PM9557634,,9557634,,8,Cross-reactions between the cytotoxic T-lymphocyte responses of human immunodeficiency virus-infecte,"Durali,D., Morvan,J., Letourneur,F., Schmitt,D., G",,
PM9557672,,9557672,,5,Simian immunodeficiency virus replicates to high levels in sooty mangabeys without inducing disease,"Rey-Cuille,M.A., Berthier,J.L., Bomsel-Demontoy,M.",,
PM9557756,,9557756,,7,Molecular evidence for nosocomial transmission of human immunodeficiency virus from a surgeon to one,"Blanchard,A., Ferris,S., Chamaret,S., Guetard,D. a",,
PM9566548,,9566548,,10,Phylogenetic analysis of HIV type 2 strains from Portugal,"Heredia,A., Vallejo,A., Soriano,V., Silva,A., Mans",,
PM9603320,,9603320,,198,Analysis of human immunodeficiency virus type 1 env and gag sequence variants derived from a mother ,"Wade,C.M., Lobidel,D. and Brown,A.J.",,
PM9616227,,9616227,,167,"Lack of strong immune selection pressure by the immunodominant, HLA-A*0201-restricted cytotoxic T ly","Brander,C., Hartman,K.E., Trocha,A.K., Jones,N.G.,",,
PM9616227,,9616227,,25,"Lack of strong immune selection pressure by the immunodominant, HLA-A*0201-restricted cytotoxic T ly","Brander,C., Hartman,K.E., Trocha,A.K., Jones,N.G.,",,
PM9616227,,9616227,,1,"Lack of strong immune selection pressure by the immunodominant, HLA-A*0201-restricted cytotoxic T ly","Brander,C., Hartman,K.E., Trocha,A.K., Jones,N.G.,",,
PM9621027,,9621027,,8,A comprehensive panel of near-full-length clones and reference sequences for non-subtype B isolates ,"Gao,F., Robertson,D.L., Carruthers,C.D., Morrison,",Naive,
PM9631136,,9631136,,21,Characterization of the viral population during primary HIV-1 infection,"Karlsson,A.C., Lindback,S., Gaines,H. and Sonnerbo",,
PM9643381,,9643381,,3,HIV type 1 env subtype A variants in Taiwan,"Lee,C.N., Chen,M.Y., Lin,H.S., Lee,M.C., Luo,C.C.,",,
