Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
KM048907,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048912,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048913,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048914,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048921,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048922,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048923,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048924,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048925,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048926,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048927,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048928,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048929,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048930,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048931,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048932,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048933,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048934,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048935,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048936,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048937,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048938,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048939,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048940,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048941,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048943,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048944,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048951,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048952,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048953,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048954,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048955,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048958,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048959,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048960,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048961,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048962,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048963,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048964,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048965,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048966,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048967,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048974,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048975,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048976,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048977,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048978,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048979,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048980,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048984,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048985,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
