Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
KT438784,01B,2010,26543107,Genome Sequence of Complex HIV-1 Unique Recombinant Forms Sharing a Common Recombination Breakpoint Identified in Malaysia,"Cheong,H.T., Ng,K.T., Ong,L.Y., Takebe,Y., Chan,K.G., Koh,C., Al-Darraji,H.A., Kamarulzaman,A. and Tee,K.K.",2015
KT452084,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452108,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452143,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452191,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452215,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452239,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452263,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452311,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452335,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452359,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452383,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452407,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452431,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452455,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452479,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452503,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452527,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452563,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT452599,B,,26339063,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1 That Uses the Drug-Bound CCR5 Coreceptor,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P., Travers,S.A., Craig,C., Westby,M., Lewis,M. and Robertson,D.L.",2015
KT592380,0107,2014,26943897,"Identification of a Novel CRF01_AE/CRF07_BC Recombinant Form in Men Who Have Sex with Men in Sichuan, China","Wang,Y., Wei,H., Xu,W., Yin,Q., Feng,Y., Liang,S., Shao,Y. and Ma,L.",2016
KT619126,0107,2014,26892263,"Near Full-Length Genomic Characterization of a Novel HIV type 1 CRF01_AE/CRF07_BC Recombinant form Transmitted between a Heterosexual Couple in Guangxi, China","Dong,Z., Shen,Z., Xiong,R., Liang,F., Liang,S., Li,J., Tan,G., Jiang,H., Yang,X., Li,F., Liao,L., Shao,Y., Feng,Y. and Zhu,Q.",2016
KT808396,B,,26842476,Development of broadly neutralizing antibodies and their mapping by monomeric gp120 in HIV-1 infected humans and SHIVSF162P3N infected macaques,"Jia,M., Lu,H., Markowitz,M., Cheng-Mayer,C. and Wu,X.",2016
KT878021,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878022,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878023,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878024,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878025,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878026,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878027,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878028,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878029,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878030,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878031,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878032,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878033,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878034,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878035,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878036,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878037,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878038,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878039,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT878040,B,2009,26997611,Functional characteristics of the natural polymorphisms of HIV-1 gp41 in HIV-1 isolates from enfuvirtide-naive Korean patients,"Shin,Y., Yoon,C.H., Yang,H.J., Lim,H., Choi,B.S., Kim,S.S. and Kang,C.",2016
KT896551,C,2011,,Treatment as Prevention: Characterization of partner infections in the HIV Prevention Trials Network 052 trial,"Eshleman,S.H., Hudelson,S.E., Redd,A.D., Swanstrom,R., Ou,S.-S., Zhang,C., Ping,L.-H., Piwowar-Manning,E., Porcella,S.F., Sievers,M., Martens,C.A., Bruno,D., Dukhovlinova,E., McCauley,M., Gamble,T., Sabin,D., Quinn,T.C., Gunde,L., Maliwichi,M., Nhando,N., Akelo,V., Moyo,S., Panchia,R., Kumarasamy,N., Chotirosniramit,N., Rocha,M.M., Grinsztejn,B., Mayer,K., Chen,Y.Q., Hughes,J.P. and Cohen,M.S.",
KT896565,C,2011,,Treatment as Prevention: Characterization of partner infections in the HIV Prevention Trials Network 052 trial,"Eshleman,S.H., Hudelson,S.E., Redd,A.D., Swanstrom,R., Ou,S.-S., Zhang,C., Ping,L.-H., Piwowar-Manning,E., Porcella,S.F., Sievers,M., Martens,C.A., Bruno,D., Dukhovlinova,E., McCauley,M., Gamble,T., Sabin,D., Quinn,T.C., Gunde,L., Maliwichi,M., Nhando,N., Akelo,V., Moyo,S., Panchia,R., Kumarasamy,N., Chotirosniramit,N., Rocha,M.M., Grinsztejn,B., Mayer,K., Chen,Y.Q., Hughes,J.P. and Cohen,M.S.",
KT960983,BC,2014,26847649,"Identification and characterization of two human immunodeficiency virus type 1 unique recombinant forms from Yunnan, China","Li,J., Li,L., Yang,S., Li,J., Zhang,M., Yang,C., Liu,J. and Li,H.",2016
KT961002,B,,26525792,Incompatible natures of HIV-1 envelope in resistance to the CCR5 antagonist cenicriviroc and neutralizing antibodies,"Kuwata,T., Enomoto,I., Baba,M. and Matsushita,S.",2015
KT982201,C,2014,28178277,"Paucity of Intact Non-Induced Provirus with Early, Long-Term Antiretroviral Therapy of Perinatal HIV Infection","Rainwater-Lovett,K., Ziemniak,C., Watson,D., Luzuriaga,K., Siberry,G., Petru,A., Chen,Y., Uprety,P., McManus,M., Ho,Y.C., Lamers,S.L. and Persaud,D.",2017
KT983615,A6,2013,,Direct Submission,"Sasinovich,S., Eremin,V., Gasich,E. and Thomson,M.",2015
KT986553,B,2014,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT986652,B,2014,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT986688,B,2014,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT986762,B,2014,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT986845,B,2015,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT986933,B,2015,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT987011,B,2015,26702094,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",2015
KT999999,01B,2014,,Direct Submission,"Li,J., Li,L., Li,H., Li,J. and Yang,S.",2015
KU051564,0107,2010,27018546,A Novel HIV-1 Second-Generation Recombinant Form (CRF01_AE/CRF07_BC) among heterosexuals in Nei Monggoi Autonomous Region in China,"An,M., Han,X., Zhao,B., Xu,J., Chu,Z. and Shang,H.",2016
KU161143,78_cpx,2013,26885715,"Near-full-length genome identification of a novel HIV-1 circulating recombinant form, CRF01_AE/B'/C (CRF78_cpx) in Yunnan, China","Song,Y., Feng,Y., Miao,Z., Wang,B., Yang,M., Zhang,A.M., Liu,L. and Xia,X.",2016
KU161144,78_cpx,2013,26885715,"Near-full-length genome identification of a novel HIV-1 circulating recombinant form, CRF01_AE/B'/C (CRF78_cpx) in Yunnan, China","Song,Y., Feng,Y., Miao,Z., Wang,B., Yang,M., Zhang,A.M., Liu,L. and Xia,X.",2016
KU161145,78_cpx,2013,26885715,"Near-full-length genome identification of a novel HIV-1 circulating recombinant form, CRF01_AE/B'/C (CRF78_cpx) in Yunnan, China","Song,Y., Feng,Y., Miao,Z., Wang,B., Yang,M., Zhang,A.M., Liu,L. and Xia,X.",2016
KU168256,A1,2002,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168257,B,2000,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168258,B,2002,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168259,B,2002,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168260,B,2003,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168261,B,2003,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168262,C,2003,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168263,C,2004,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168264,01_AE,2001,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168265,02_AG,2000,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168266,02_AG,2000,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168267,02_AG,2000,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168268,0206,,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168269,06_cpx,,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
KU168270,11_cpx,2003,26699702,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell,R.W., Plantier,J.C. and Brennan,C.A.",2015
